,Name,Artist,Acousticness,Danceability,Speechiness,Energy,Liveness,Valence,Key,Mode,Tempo,Duration,Popularity
423,Jingle Bell Rock,Bobby Helms,0.643,0.754,0.0363,0.424,0.0652,0.806,2.0,1.0,119.705,130973.0,61.0
424,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,0.0312,0.886,0.145,0.427,0.0906,0.23,6.0,1.0,108.034,177184.0,76.0
425,Rockin' Around The Christmas Tree,Brenda Lee,0.614,0.589,0.0502,0.472,0.505,0.898,8.0,1.0,67.196,126267.0,62.0
426,Hallelujah,Pentatonix,0.47,0.364,0.0331,0.378,0.339,0.366,7.0,0.0,89.918,268960.0,62.0
427,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.343,0.783,0.0696,0.61,0.0983,0.418,7.0,1.0,100.047,214265.0,64.0
428,In the Name of Love,Martin Garrix,0.109,0.501,0.0409,0.519,0.454,0.168,4.0,0.0,133.99,195707.0,79.0
429,Party Monster,The Weeknd,0.188,0.572,0.104,0.631,0.259,0.219,1.0,1.0,77.519,249213.0,73.0
430,Don't Let Me Down,The Chainsmokers,0.00281,0.551,0.0645,0.964,0.705,0.684,8.0,0.0,124.971,230573.0,0.0
431,Starving,Hailee Steinfeld,0.378,0.729,0.0647,0.615,0.105,0.508,4.0,1.0,99.989,181880.0,75.0
432,Too Much Sauce,DJ ESCO,0.0496,0.96,0.0786,0.547,0.216,0.186,6.0,0.0,121.01,223093.0,59.0
433,Cold Water,Major Lazer,0.0736,0.608,0.0432,0.798,0.156,0.501,6.0,0.0,92.943,185360.0,67.0
434,Used to This,Camila Cabello,0.361,0.583,0.0813,0.495,0.348,0.364,1.0,0.0,100.047,210002.0,66.0
435,Rudolph The Red-Nosed Reindeer,Burl Ives,0.671,0.67,0.0385,0.275,0.199,0.806,0.0,1.0,152.649,130027.0,48.0
436,I Feel It Coming,The Weeknd,0.426,0.773,0.118,0.819,0.0679,0.585,0.0,0.0,92.99,269187.0,79.0
437,All Time Low,Jon Bellion,0.0584,0.617,0.0828,0.567,0.0933,0.505,0.0,1.0,90.246,217603.0,71.0
438,You Was Right,Lil Uzi Vert,0.069,0.843,0.461,0.359,0.12,0.156,0.0,1.0,81.987,163944.0,73.0
439,"i hate u, i love u (feat. olivia o'brien)",gnash,0.687,0.492,0.3,0.275,0.101,0.18,6.0,0.0,92.6,251034.0,80.0
440,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.0106,0.669,0.0682,0.832,0.0968,0.7,0.0,1.0,113.035,237547.0,73.0
441,"Mary, Did You Know?",Pentatonix,0.302,0.497,0.0269,0.312,0.0968,0.177,11.0,0.0,105.036,203373.0,57.0
442,Scars To Your Beautiful,Alessia Cara,0.0285,0.573,0.129,0.739,0.111,0.451,0.0,1.0,97.085,230227.0,72.0
443,Treat You Better,Shawn Mendes,0.106,0.444,0.341,0.819,0.107,0.747,10.0,0.0,82.695,187973.0,82.0
444,1 Night,Keierica,0.26,0.585,0.0466,0.672,0.106,0.773,5.0,1.0,136.926,207778.0,40.0
445,How Far I'll Go,Auli'i Cravalho,0.649,0.571,0.0499,0.307,0.178,0.108,1.0,0.0,83.72,163387.0,74.0
446,Tiimmy Turner,Desiigner,0.174,0.602,0.0393,0.725,0.0786,0.304,6.0,1.0,122.803,239853.0,70.0
447,Love On The Brain,Rihanna,0.0717,0.509,0.0471,0.637,0.0789,0.378,4.0,0.0,172.006,224000.0,80.0
448,Say You Won't Let Go,James Arthur,0.695,0.358,0.059,0.557,0.0902,0.494,10.0,1.0,85.043,211467.0,84.0
449,It's the Most Wonderful Time of the Year,Andy Williams,0.766,0.24,0.037,0.598,0.117,0.776,7.0,1.0,202.082,151933.0,61.0
450,Shape of You,Ed Sheeran,0.065,0.703,0.0513,0.857,0.137,0.733,11.0,0.0,125.971,209973.0,0.0
451,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.061,0.927,0.244,0.665,0.123,0.175,11.0,1.0,127.076,343150.0,75.0
452,Tunnel Vision,Kodak Black,0.0576,0.497,0.294,0.489,0.122,0.231,11.0,0.0,171.853,268187.0,73.0
453,That's What I Like,Bruno Mars,0.013,0.853,0.0406,0.56,0.0944,0.86,1.0,1.0,134.066,206693.0,81.0
454,iSpy (feat. Lil Yachty),KYLE,0.378,0.746,0.289,0.653,0.229,0.672,7.0,1.0,75.016,253107.0,75.0
455,Mask Off,Future,0.0102,0.833,0.431,0.434,0.165,0.281,2.0,1.0,150.062,204600.0,80.0
456,Congratulations,Post Malone,0.215,0.63,0.0363,0.804,0.253,0.492,6.0,1.0,123.146,220293.0,83.0
457,Bounce Back,Big Sean,0.104,0.78,0.141,0.574,0.129,0.273,1.0,0.0,81.502,222360.0,74.0
458,Rolex,Ayo & Teo,0.0837,0.804,0.04,0.886,0.266,0.789,1.0,1.0,144.946,238587.0,72.0
459,T-Shirt,Migos,0.242,0.865,0.217,0.687,0.158,0.486,10.0,0.0,139.023,242407.0,69.0
460,Closer,The Chainsmokers,0.414,0.748,0.0338,0.524,0.111,0.661,8.0,1.0,95.01,244960.0,84.0
461,Swang,Rae Sremmurd,0.2,0.681,0.0581,0.314,0.1,0.166,8.0,1.0,139.992,208120.0,73.0
462,I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,0.603,0.787,0.033,0.403,0.131,0.264,0.0,1.0,118.042,222352.0,46.0
463,Something Just Like This,The Chainsmokers,0.0498,0.617,0.0317,0.635,0.164,0.446,11.0,0.0,103.019,247160.0,82.0
464,Paris,$uicideBoy$,0.0725,0.849,0.0832,0.648,0.0984,0.196,7.0,1.0,106.075,111020.0,74.0
465,It Ain't Me,Kolby Cooper,0.00131,0.395,0.0304,0.737,0.364,0.239,6.0,1.0,150.056,268539.0,57.0
466,Issues,Julia Michaels,0.401,0.728,0.0639,0.415,0.0616,0.455,8.0,1.0,114.145,176320.0,70.0
467,Location,Khalid,0.33,0.736,0.425,0.449,0.0898,0.326,1.0,0.0,80.126,219080.0,81.0
468,Starboy,The Weeknd,0.141,0.678,0.276,0.588,0.137,0.486,7.0,1.0,186.005,230453.0,84.0
469,I Feel It Coming,The Weeknd,0.426,0.773,0.118,0.819,0.0679,0.585,0.0,0.0,92.99,269187.0,79.0
470,Stay,Post Malone,0.449,0.507,0.0266,0.48,0.147,0.35,5.0,1.0,86.046,204427.0,77.0
471,Black Beatles,Rae Sremmurd,0.142,0.794,0.0649,0.632,0.128,0.355,0.0,1.0,145.926,291893.0,75.0
472,No Frauds,Nicki Minaj,0.0884,0.867,0.258,0.558,0.541,0.432,1.0,1.0,139.061,272453.0,62.0
473,Say You Won't Let Go,James Arthur,0.695,0.358,0.059,0.557,0.0902,0.494,10.0,1.0,85.043,211467.0,84.0
474,Love On The Brain,Rihanna,0.0717,0.509,0.0471,0.637,0.0789,0.378,4.0,0.0,172.006,224000.0,80.0
475,Caroline,Aminé,0.17,0.941,0.505,0.335,0.262,0.707,5.0,0.0,120.041,209640.0,75.0
476,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.0106,0.669,0.0682,0.832,0.0968,0.7,0.0,1.0,113.035,237547.0,73.0
477,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.406,0.72,0.0523,0.763,0.18,0.742,9.0,0.0,101.965,251088.0,76.0
478,Fake Love,Drake,0.105,0.928,0.287,0.481,0.176,0.613,9.0,0.0,134.007,210937.0,74.0
479,24K Magic,Bruno Mars,0.034,0.818,0.0797,0.803,0.153,0.632,1.0,1.0,106.97,225983.0,76.0
480,Look At Me!,XXXTENTACION,0.259,0.763,0.282,0.726,0.0976,0.349,1.0,1.0,139.059,126346.0,80.0
481,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,0.00381,0.807,0.275,0.887,0.391,0.78,1.0,1.0,160.517,144244.0,61.0
482,Castle on the Hill,Ed Sheeran,0.0232,0.461,0.0989,0.834,0.14,0.471,2.0,1.0,135.007,261154.0,78.0
483,Chained To The Rhythm,Katy Perry,0.0814,0.446,0.174,0.8,0.199,0.474,0.0,1.0,189.89,237733.0,70.0
484,Body Like A Back Road,Sam Hunt,0.447,0.732,0.0311,0.458,0.136,0.661,5.0,1.0,98.938,165387.0,77.0
485,Bad Things (with Camila Cabello),Machine Gun Kelly,0.214,0.697,0.146,0.691,0.185,0.305,2.0,1.0,137.853,239293.0,72.0
486,Slide,H.E.R.,0.0807,0.827,0.341,0.469,0.207,0.196,10.0,0.0,97.028,238321.0,78.0
487,Broccoli,DRAM,0.236,0.886,0.132,0.525,0.057,0.708,8.0,1.0,145.99,225205.0,67.0
488,Galway Girl,Ed Sheeran,0.0735,0.624,0.1,0.876,0.327,0.781,9.0,1.0,99.943,170827.0,78.0
489,Cold,Crossfade,6.06e-05,0.451,0.0368,0.815,0.27,0.618,2.0,0.0,147.974,194227.0,66.0
490,How Far I'll Go,Auli'i Cravalho,0.649,0.571,0.0499,0.307,0.178,0.108,1.0,0.0,83.72,163387.0,74.0
491,Green Light,Rod Wave,0.0663,0.872,0.733,0.434,0.096,0.292,1.0,1.0,82.974,121522.0,69.0
492,Heathens,Twenty One Pilots,0.0841,0.732,0.0286,0.396,0.105,0.548,4.0,0.0,90.024,195920.0,80.0
493,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
494,Selfish,Madison Beer,0.627,0.378,0.0275,0.461,0.386,0.232,9.0,1.0,75.363,223270.0,79.0
495,Draco,Future,0.000668,0.804,0.0468,0.456,0.31,0.165,8.0,1.0,130.014,225135.0,55.0
496,Don't Let Me Down,The Chainsmokers,0.00281,0.551,0.0645,0.964,0.705,0.684,8.0,0.0,124.971,230573.0,0.0
497,Both (feat. Drake),Gucci Mane,0.119,0.85,0.225,0.405,0.0707,0.344,7.0,0.0,139.976,190312.0,68.0
498,Perfect,Ed Sheeran,0.163,0.599,0.0232,0.448,0.106,0.168,8.0,1.0,95.05,263400.0,85.0
499,Down Below,Roddy Ricch,0.036,0.926,0.0732,0.454,0.0896,0.34,6.0,1.0,119.969,224002.0,78.0
500,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
501,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.0287,0.613,0.0778,0.681,0.126,0.619,8.0,1.0,97.621,204664.0,65.0
502,Unforgettable,French Montana,0.0293,0.726,0.123,0.769,0.104,0.733,6.0,1.0,97.985,233902.0,80.0
503,Congratulations,Post Malone,0.215,0.63,0.0363,0.804,0.253,0.492,6.0,1.0,123.146,220293.0,83.0
504,That's What I Like,Bruno Mars,0.013,0.853,0.0406,0.56,0.0944,0.86,1.0,1.0,134.066,206693.0,81.0
505,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.0533,0.599,0.0367,0.667,0.134,0.817,7.0,1.0,80.984,288877.0,68.0
506,XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.231,0.75,0.109,0.401,11.0,0.0,155.096,182707.0,84.0
507,HUMBLE.,Kendrick Lamar,0.000282,0.908,0.102,0.621,0.0958,0.421,1.0,0.0,150.011,177000.0,82.0
508,Mask Off,Future,0.0102,0.833,0.431,0.434,0.165,0.281,2.0,1.0,150.062,204600.0,80.0
509,Shape of You,Ed Sheeran,0.065,0.703,0.0513,0.857,0.137,0.733,11.0,0.0,125.971,209973.0,0.0
510,Magnolia,Playboi Carti,0.0113,0.791,0.286,0.581,0.35,0.438,11.0,0.0,162.99,181812.0,75.0
511,Bank Account,21 Savage,0.0151,0.884,0.351,0.346,0.0871,0.376,8.0,0.0,75.016,220307.0,78.0
512,Redbone,Childish Gambino,0.167,0.743,0.121,0.347,0.103,0.572,1.0,1.0,160.143,326933.0,81.0
513,Believer,Imagine Dragons,0.0622,0.776,0.128,0.78,0.081,0.666,10.0,0.0,124.949,204347.0,87.0
514,Location,Khalid,0.33,0.736,0.425,0.449,0.0898,0.326,1.0,0.0,80.126,219080.0,81.0
515,Sorry Not Sorry,Demi Lovato,0.0237,0.705,0.225,0.64,0.262,0.887,11.0,0.0,144.077,203760.0,79.0
516,Fetish (feat. Gucci Mane),Selena Gomez,0.0204,0.708,0.0592,0.618,0.062,0.265,2.0,1.0,123.013,186113.0,70.0
517,Body Like A Back Road,Sam Hunt,0.447,0.732,0.0311,0.458,0.136,0.661,5.0,1.0,98.938,165387.0,77.0
518,Rolex,Ayo & Teo,0.0837,0.804,0.04,0.886,0.266,0.789,1.0,1.0,144.946,238587.0,72.0
519,Attention,Charlie Puth,0.109,0.775,0.0542,0.613,0.134,0.797,3.0,0.0,100.066,208787.0,81.0
520,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,0.501,0.839,0.0568,0.81,0.117,0.814,5.0,0.0,129.014,209269.0,76.0
521,iSpy (feat. Lil Yachty),KYLE,0.378,0.746,0.289,0.653,0.229,0.672,7.0,1.0,75.016,253107.0,75.0
522,Slippery (feat. Gucci Mane),Migos,0.307,0.92,0.264,0.674,0.104,0.741,1.0,0.0,141.967,304041.0,73.0
523,Everyday We Lit (feat. PnB Rock),YFN Lucci,0.128,0.758,0.112,0.646,0.0778,0.589,7.0,1.0,155.955,197171.0,64.0
524,Something Just Like This,The Chainsmokers,0.0498,0.617,0.0317,0.635,0.164,0.446,11.0,0.0,103.019,247160.0,82.0
525,Strip That Down,Liam Payne,0.22,0.874,0.0562,0.497,0.0761,0.542,6.0,1.0,106.023,204502.0,71.0
526,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.061,0.927,0.244,0.665,0.123,0.175,11.0,1.0,127.076,343150.0,75.0
527,Feels Like We Only Go Backwards,Tame Impala,0.0277,0.303,0.0574,0.9,0.11,0.491,2.0,0.0,149.508,192960.0,74.0
528,There's Nothing Holdin' Me Back,Shawn Mendes,0.38,0.866,0.0554,0.813,0.0779,0.969,11.0,0.0,121.998,199440.0,81.0
529,Bodak Yellow (Money Moves) - Instrumental Version,Cardo Grandz,0.171,0.736,0.0468,0.762,0.219,0.91,9.0,1.0,125.014,218581.0,7.0
530,DNA.,Kendrick Lamar,0.00454,0.638,0.357,0.523,0.0842,0.422,1.0,1.0,139.913,185947.0,78.0
531,Slide,H.E.R.,0.0807,0.827,0.341,0.469,0.207,0.196,10.0,0.0,97.028,238321.0,78.0
532,Mi Gente,J Balvin,0.0179,0.774,0.0584,0.687,0.128,0.308,11.0,0.0,104.959,189440.0,72.0
533,Rake It Up,Yo Gotti,0.022,0.91,0.344,0.444,0.137,0.53,1.0,0.0,149.953,276333.0,69.0
534,Stay,Post Malone,0.449,0.507,0.0266,0.48,0.147,0.35,5.0,1.0,86.046,204427.0,77.0
535,BUTTERFLY EFFECT,Travis Scott,0.0531,0.763,0.05,0.628,0.114,0.193,11.0,1.0,140.958,190557.0,81.0
536,Now Or Never,Halsey,0.107,0.67,0.0354,0.585,0.131,0.447,6.0,0.0,110.03,214802.0,69.0
537,2U,David Guetta,0.225,0.551,0.0594,0.651,0.224,0.562,8.0,0.0,144.875,194907.0,64.0
538,Felices los 4,Maluma,0.213,0.766,0.132,0.756,0.349,0.716,5.0,1.0,94.027,230000.0,75.0
539,Bad Liar,Imagine Dragons,0.0722,0.383,0.0703,0.637,0.368,0.0827,3.0,1.0,177.913,260773.0,83.0
540,Swang,Rae Sremmurd,0.2,0.681,0.0581,0.314,0.1,0.166,8.0,1.0,139.992,208120.0,73.0
541,Closer,The Chainsmokers,0.414,0.748,0.0338,0.524,0.111,0.661,8.0,1.0,95.01,244960.0,84.0
542,First Day Out,Tee Grizzley,0.171,0.587,0.42,0.711,0.125,0.381,1.0,1.0,98.008,254694.0,71.0
543,Issues,Julia Michaels,0.401,0.728,0.0639,0.415,0.0616,0.455,8.0,1.0,114.145,176320.0,70.0
544,Slow Hands,Niall Horan,0.011,0.735,0.0466,0.425,0.055,0.848,0.0,1.0,85.894,188174.0,76.0
545,Say You Won't Let Go,James Arthur,0.695,0.358,0.059,0.557,0.0902,0.494,10.0,1.0,85.043,211467.0,84.0
546,T-Shirt,Migos,0.242,0.865,0.217,0.687,0.158,0.486,10.0,0.0,139.023,242407.0,69.0
547,4 AM,2 Chainz,0.118,0.796,0.425,0.5,0.155,0.227,1.0,1.0,75.012,255560.0,68.0
548,Love Galore (feat. Travis Scott),SZA,0.111,0.795,0.0747,0.594,0.162,0.409,0.0,1.0,135.002,275080.0,76.0
549,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.0106,0.669,0.0682,0.832,0.0968,0.7,0.0,1.0,113.035,237547.0,73.0
550,rockstar (feat. 21 Savage),Post Malone,0.124,0.585,0.0712,0.52,0.131,0.129,5.0,0.0,159.801,218147.0,87.0
551,Gucci Gang,Lil Pump,0.239,0.936,0.0597,0.523,0.117,0.699,5.0,1.0,119.889,124056.0,72.0
552,Havana (feat. Young Thug),Camila Cabello,0.184,0.765,0.03,0.523,0.132,0.394,2.0,1.0,104.988,217307.0,82.0
553,Bodak Yellow (Money Moves) - Instrumental Version,Cardo Grandz,0.171,0.736,0.0468,0.762,0.219,0.91,9.0,1.0,125.014,218581.0,7.0
554,Too Good At Goodbyes,Sam Smith,0.64,0.681,0.0432,0.372,0.169,0.476,5.0,1.0,91.873,201000.0,75.0
555,MotorSport,Migos,0.0305,0.904,0.183,0.518,0.325,0.188,2.0,1.0,137.996,303077.0,74.0
556,I Get the Bag (feat. Migos),Gucci Mane,0.0232,0.89,0.168,0.633,0.0993,0.425,11.0,1.0,139.948,233087.0,72.0
557,No Limit,G-Eazy,0.0117,0.838,0.244,0.771,0.0853,0.405,1.0,1.0,175.957,245387.0,75.0
558,1-800-273-8255,Logic,0.57,0.62,0.0479,0.574,0.19,0.352,5.0,0.0,100.021,250173.0,79.0
559,I Fall Apart,Post Malone,0.0689,0.556,0.0382,0.538,0.196,0.291,8.0,0.0,143.95,223347.0,84.0
560,Mi Gente,J Balvin,0.0179,0.774,0.0584,0.687,0.128,0.308,11.0,0.0,104.959,189440.0,72.0
561,Bank Account,21 Savage,0.0151,0.884,0.351,0.346,0.0871,0.376,8.0,0.0,75.016,220307.0,78.0
562,Young Dumb & Broke,Khalid,0.199,0.798,0.0421,0.539,0.165,0.394,1.0,1.0,136.949,202547.0,81.0
563,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
564,Walk On Water,Thirty Seconds To Mars,9.16e-05,0.495,0.0368,0.787,0.167,0.388,8.0,1.0,140.003,185467.0,65.0
565,Congratulations,Post Malone,0.215,0.63,0.0363,0.804,0.253,0.492,6.0,1.0,123.146,220293.0,83.0
566,New Rules,Dua Lipa,0.00261,0.762,0.0694,0.7,0.153,0.608,9.0,0.0,116.073,209320.0,82.0
567,Rake It Up,Yo Gotti,0.022,0.91,0.344,0.444,0.137,0.53,1.0,0.0,149.953,276333.0,69.0
568,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.617,0.703,0.05,0.757,0.106,0.696,1.0,1.0,82.008,221747.0,78.0
569,Sorry Not Sorry,Demi Lovato,0.0237,0.705,0.225,0.64,0.262,0.887,11.0,0.0,144.077,203760.0,79.0
570,Thunder,Imagine Dragons,0.00671,0.605,0.0438,0.822,0.147,0.288,0.0,1.0,167.997,187147.0,84.0
571,Unforgettable,French Montana,0.0293,0.726,0.123,0.769,0.104,0.733,6.0,1.0,97.985,233902.0,80.0
572,Silence,Marshmello,0.256,0.52,0.0853,0.761,0.17,0.286,4.0,1.0,141.971,180823.0,79.0
573,Ric Flair Drip (& Metro Boomin),Offset,0.149,0.88,0.206,0.428,0.114,0.333,9.0,1.0,100.007,172800.0,80.0
574,Look What You Made Me Do,Taylor Swift,0.204,0.766,0.123,0.709,0.126,0.506,9.0,0.0,128.07,211853.0,73.0
575,GUMMO,6ix9ine,0.0553,0.66,0.172,0.775,0.129,0.635,2.0,1.0,157.036,157643.0,68.0
576,Ghostface Killers,21 Savage,0.331,0.782,0.155,0.436,0.342,0.243,2.0,1.0,82.994,268933.0,71.0
577,What Lovers Do,Maroon 5,0.0398,0.639,0.0415,0.951,0.333,0.97,3.0,0.0,128.025,185093.0,0.0
578,XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.231,0.75,0.109,0.401,11.0,0.0,155.096,182707.0,84.0
579,Roll In Peace (feat. XXXTENTACION),Kodak Black,0.0306,0.747,0.245,0.524,0.2,0.363,10.0,0.0,140.053,213132.0,75.0
580,Bad At Love,Halsey,0.0604,0.675,0.0296,0.751,0.0893,0.612,0.0,1.0,118.384,181279.0,75.0
581,The Weekend,SZA,0.241,0.487,0.0531,0.366,0.126,0.161,8.0,0.0,68.191,272187.0,74.0
582,Plain Jane,A$AP Ferg,0.0651,0.797,0.275,0.844,0.087,0.52,11.0,1.0,170.142,173600.0,76.0
583,Believer,Imagine Dragons,0.0622,0.776,0.128,0.78,0.081,0.666,10.0,0.0,124.949,204347.0,87.0
584,HUMBLE.,Kendrick Lamar,0.000282,0.908,0.102,0.621,0.0958,0.421,1.0,0.0,150.011,177000.0,82.0
585,do re mi,blackbear,0.00522,0.745,0.0526,0.593,0.123,0.17,8.0,1.0,111.002,212027.0,77.0
586,Pills and Automobiles Cover,Payper Corleone,0.285,0.658,0.229,0.828,0.319,0.577,7.0,0.0,144.947,294643.0,32.0
587,Perfect,Ed Sheeran,0.163,0.599,0.0232,0.448,0.106,0.168,8.0,1.0,95.05,263400.0,85.0
588,Shape of You,Ed Sheeran,0.065,0.703,0.0513,0.857,0.137,0.733,11.0,0.0,125.971,209973.0,0.0
589,Feel It Still,Portugal. The Man,0.0417,0.801,0.0504,0.795,0.0717,0.754,1.0,0.0,79.028,163253.0,79.0
590,Let You Down,NF,0.312,0.662,0.121,0.714,0.179,0.464,5.0,0.0,147.997,212120.0,82.0
591,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,0.501,0.839,0.0568,0.81,0.117,0.814,5.0,0.0,129.014,209269.0,76.0
592,...Ready For It?,Taylor Swift,0.0527,0.613,0.136,0.764,0.197,0.417,2.0,1.0,160.015,208187.0,68.0
593,Wolves,Selena Gomez,0.00166,0.535,0.0604,0.807,0.306,0.59,11.0,0.0,127.933,240333.0,0.0
594,The Race,Tay-K,0.00266,0.766,0.456,0.606,0.166,0.352,9.0,1.0,160.223,140000.0,72.0
595,Wanted You (feat. Lil Uzi Vert),NAV,0.229,0.797,0.0479,0.731,0.224,0.623,9.0,0.0,146.93,228387.0,67.0
596,Location,Khalid,0.33,0.736,0.425,0.449,0.0898,0.326,1.0,0.0,80.126,219080.0,81.0
597,Mask Off,Future,0.0102,0.833,0.431,0.434,0.165,0.281,2.0,1.0,150.062,204600.0,80.0
598,BUTTERFLY EFFECT,Travis Scott,0.0531,0.763,0.05,0.628,0.114,0.193,11.0,1.0,140.958,190557.0,81.0
599,Rubbin off the Paint,YBN Nahmir,0.00529,0.734,0.285,0.751,0.183,0.56,1.0,1.0,161.997,159916.0,69.0
600,Sorry Not Sorry,Demi Lovato,0.0237,0.705,0.225,0.64,0.262,0.887,11.0,0.0,144.077,203760.0,79.0
601,Hello?,Clairo,0.641,0.839,0.0607,0.473,0.0939,0.0644,10.0,0.0,98.732,135016.0,74.0
602,Hotline Bling,Drake,0.00261,0.891,0.0558,0.625,0.0504,0.548,2.0,1.0,134.967,267067.0,76.0
603,What Do You Mean?,Justin Bieber,0.00034,0.673,0.0439,0.936,0.0826,0.775,8.0,1.0,129.952,271667.0,0.0
604,Love Yourself,Justin Bieber,0.835,0.609,0.438,0.378,0.28,0.515,4.0,1.0,100.418,233720.0,81.0
605,The Hills,The Weeknd,0.0671,0.58,0.0488,0.565,0.135,0.138,0.0,0.0,112.986,242253.0,83.0
606,679 (feat. Remy Boyz),Fetty Wap,0.00256,0.618,0.318,0.717,0.625,0.603,7.0,1.0,190.05,196693.0,74.0
607,Watch Me Wither,Iamjakehill,0.278,0.702,0.0276,0.604,0.138,0.404,11.0,0.0,130.059,208615.0,54.0
608,Jumpman,Drake,0.0563,0.852,0.187,0.553,0.332,0.656,1.0,1.0,142.072,205879.0,74.0
609,Don't Start Now,Dua Lipa,0.0125,0.794,0.0842,0.793,0.0952,0.677,11.0,0.0,123.941,183290.0,97.0
610,Stitches,Shawn Mendes,0.0152,0.746,0.067,0.754,0.0486,0.764,1.0,1.0,149.882,206880.0,73.0
611,Can't Feel My Face,The Weeknd,0.112,0.705,0.0426,0.769,0.105,0.59,9.0,0.0,107.939,213520.0,80.0
612,Same Old Love,Selena Gomez,0.0223,0.672,0.0304,0.593,0.214,0.438,11.0,0.0,98.02,229080.0,64.0
613,All I Want for Christmas Is You,Mariah Carey,0.164,0.335,0.0386,0.625,0.0708,0.346,7.0,1.0,150.277,241107.0,70.0
614,Antidote,Travis Scott,0.00767,0.713,0.032,0.526,0.124,0.131,1.0,1.0,131.05,262693.0,76.0
615,Trap Queen,Fetty Wap,0.0244,0.746,0.128,0.873,0.354,0.817,7.0,1.0,148.075,222093.0,72.0
616,Lean On,Major Lazer,0.00346,0.723,0.0625,0.809,0.565,0.274,7.0,0.0,98.007,176561.0,72.0
617,Focus,H.E.R.,0.255,0.415,0.0561,0.313,0.117,0.0875,1.0,0.0,84.953,200133.0,67.0
618,Here Comes The Sun - Remastered 2009,The Beatles,0.0339,0.557,0.0347,0.54,0.179,0.394,9.0,1.0,129.171,185733.0,81.0
619,White Iverson,Post Malone,0.233,0.675,0.0352,0.562,0.0816,0.309,7.0,1.0,130.098,256533.0,78.0
620,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,0.4,0.63,0.0434,0.53,0.177,0.417,0.0,1.0,108.038,225053.0,78.0
621,Exchange,Bryson Tiller,0.108,0.53,0.185,0.433,0.135,0.274,6.0,1.0,160.14,194613.0,78.0
622,Say It,Tory Lanez,0.0862,0.546,0.0583,0.529,0.124,0.247,11.0,0.0,107.331,237787.0,71.0
623,Where Are Ü Now (with Justin Bieber),Jack Ü,0.041,0.432,0.0567,0.781,0.0789,0.197,4.0,0.0,139.432,250286.0,74.0
624,Where Ya At (feat. Drake),Future,0.0933,0.813,0.338,0.453,0.14,0.191,1.0,1.0,161.997,208027.0,66.0
625,"Me, Myself & I",G-Eazy,0.0186,0.757,0.0955,0.672,0.158,0.382,0.0,0.0,111.996,251467.0,76.0
626,Uptown Funk (feat. Bruno Mars),Mark Ronson,0.00801,0.856,0.0824,0.609,0.0344,0.928,0.0,1.0,114.988,269667.0,80.0
627,Stressed Out,Twenty One Pilots,0.0462,0.734,0.141,0.637,0.0602,0.648,4.0,0.0,169.977,202333.0,82.0
628,Hit the Quan - Original Version,iLoveMemphis,0.000235,0.741,0.362,0.488,0.0488,0.625,8.0,1.0,160.018,181081.0,54.0
629,In The Night,The Weeknd,0.0796,0.505,0.0713,0.68,0.0465,0.539,7.0,1.0,168.021,235653.0,72.0
630,See You Again (feat. Kali Uchis),"Tyler, The Creator",0.371,0.558,0.0959,0.559,0.109,0.62,6.0,1.0,78.558,180387.0,78.0
631,Roses - Imanbek Remix,SAINt JHN,0.0149,0.784,0.0506,0.721,0.285,0.895,8.0,1.0,121.966,176219.0,80.0
632,My Way,Frank Sinatra,0.7,0.401,0.0274,0.381,0.122,0.229,2.0,1.0,75.454,276800.0,71.0
633,I'll Show You,Justin Bieber,0.05,0.361,0.098,0.608,0.183,0.0789,9.0,0.0,191.812,199947.0,66.0
634,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,0.141,0.78,0.0305,0.68,0.138,0.594,4.0,1.0,118.026,180560.0,64.0
